,index_seg,art,outdoors and recreation,retail shop,professional service,food,nightlife spot,residence,schools&university,cycling facilities,transportation,poi_total
5441,5633,0,2,0,0,0,0,0,0,3,0,5
5442,5634,0,3,0,0,0,0,0,0,0,0,3
5443,5635,0,2,0,0,0,0,0,0,0,0,2
5444,5636,0,0,0,0,0,0,0,0,4,0,4
5445,5637,1,1,0,0,0,0,0,0,5,4,11
5446,5638,0,0,0,0,1,0,0,0,1,1,3
5447,5639,0,0,0,1,0,0,0,1,0,1,3
5448,5640,0,1,0,0,0,0,0,0,0,0,1
5449,5641,0,0,0,0,0,0,0,0,2,0,2
5450,5642,0,1,0,0,0,0,0,0,2,0,3
5451,5643,0,2,0,0,0,0,0,0,2,0,4
5452,5644,0,1,0,1,1,0,0,0,1,0,4
5453,5645,0,0,0,0,0,0,1,0,5,0,6
5454,5646,0,1,0,0,0,0,0,0,2,0,3
5455,5647,0,1,0,0,0,0,0,0,4,3,8
5456,5648,0,1,0,0,0,0,0,0,6,0,7
5457,5649,0,0,0,0,0,0,0,0,5,0,5
5458,5650,0,0,0,0,0,0,0,0,3,1,4
5459,5651,0,0,0,0,0,0,0,0,3,0,3
5460,5652,0,0,0,0,0,0,0,0,4,0,4
5461,5653,0,0,0,0,0,0,0,0,4,0,4
5462,5654,0,2,2,0,1,0,0,0,5,3,13
5463,5655,0,1,4,1,0,0,1,0,6,6,19
5464,5656,0,0,1,0,0,0,1,0,3,0,5
5465,5657,0,0,0,0,0,0,1,0,6,1,8
5466,5658,0,1,0,0,0,0,0,1,2,3,7
5467,5659,0,1,0,0,0,0,0,0,17,0,18
5468,5660,0,1,0,0,0,0,0,0,13,0,14
5469,5661,1,3,0,4,1,1,8,0,4,3,25
5470,5662,1,3,1,5,1,1,5,0,6,2,25
5471,5663,1,2,1,5,1,0,2,0,4,0,16
5472,5664,1,3,0,11,0,3,2,0,8,0,28
5473,5665,1,7,0,18,1,0,0,1,13,1,42
5474,5666,0,2,0,10,0,1,1,1,15,0,30
5475,5667,0,2,0,8,0,0,1,1,8,0,20
5476,5668,1,3,0,9,0,0,1,1,10,1,26
5477,5669,0,1,0,8,1,0,2,0,10,1,23
5478,5670,0,0,0,1,1,0,2,0,6,0,10
5479,5671,0,2,0,2,0,0,0,0,6,0,10
5480,5672,0,2,1,2,0,0,0,0,11,0,16
5481,5673,0,4,1,1,0,0,3,0,17,0,26
5482,5674,0,2,4,1,2,1,4,0,16,3,33
5483,5675,0,2,1,1,0,0,0,0,11,1,16
5484,5676,0,2,0,0,0,0,1,0,16,1,20
5485,5677,0,2,0,0,0,1,0,0,15,1,19
5486,5678,0,0,0,0,0,0,0,0,1,0,1
5487,5679,0,0,0,0,0,0,0,0,1,0,1
5488,5680,0,0,1,0,0,0,0,0,1,4,6
5489,5681,0,8,0,0,0,0,0,0,13,0,21
5490,5682,0,3,0,0,0,0,0,0,4,0,7
5491,5683,0,4,0,0,0,0,0,0,4,0,8
5492,5684,0,5,0,0,0,0,0,0,6,0,11
5493,5685,0,4,0,0,0,0,0,0,2,0,6
5494,5686,0,4,0,0,0,0,0,0,1,0,5
5495,5687,0,10,0,0,0,0,0,0,3,0,13
5496,5688,0,5,0,0,0,0,0,0,2,0,7
5497,5689,0,5,0,0,0,0,0,0,3,0,8
5498,5690,0,3,0,0,0,0,0,0,3,0,6
5499,5691,0,1,0,0,0,0,0,0,4,3,8
5500,5692,0,1,0,0,0,0,0,0,1,0,2
5501,5693,0,0,0,1,0,0,0,0,2,3,6
5502,5694,0,0,0,1,0,0,2,0,14,0,17
5503,5695,0,0,0,0,0,1,1,0,5,2,9
5504,5696,0,1,0,0,0,0,1,0,4,2,8
5505,5697,0,2,0,2,0,1,1,0,5,1,12
5506,5698,0,5,1,0,1,0,0,0,4,0,11
5507,5699,0,4,0,0,0,0,0,0,3,0,7
5508,5700,0,4,0,0,0,0,0,0,6,0,10
5509,5701,0,3,1,0,0,0,1,0,8,2,15
5510,5702,0,2,1,0,1,0,0,0,5,1,10
5511,5703,0,1,0,0,5,0,2,0,8,9,25
5512,5704,0,0,3,2,5,0,1,1,12,8,32
5513,5705,0,3,3,3,4,1,2,0,10,3,29
5514,5706,0,4,6,3,5,0,2,0,25,3,48
5515,5707,1,1,3,1,0,0,1,0,34,2,43
5516,5708,0,3,0,3,0,1,3,1,25,1,37
5517,5709,0,8,2,6,1,1,3,1,29,5,56
5518,5710,0,2,0,0,0,0,0,0,1,0,3
5519,5711,0,1,3,2,3,2,2,0,10,4,27
5520,5712,0,0,2,2,0,2,0,0,7,7,20
5521,5713,0,1,0,0,1,0,0,0,3,2,7
5522,5714,0,0,0,0,1,0,0,0,1,0,2
5523,5715,0,2,1,4,0,0,0,0,7,2,16
5524,5716,0,1,0,1,0,0,0,0,5,6,13
5525,5717,0,2,0,2,0,0,0,0,3,1,8
5526,5718,0,3,0,0,0,0,0,2,4,5,14
5527,5719,0,19,1,0,0,0,0,0,23,5,48
5528,5720,0,1,0,0,0,1,0,0,13,1,16
5529,5721,0,0,0,0,0,0,0,0,1,1,2
5530,5722,0,0,0,0,0,0,0,0,1,1,2
5531,5723,0,0,0,1,0,0,0,0,3,1,5
5532,5724,0,0,3,2,1,0,0,0,15,3,24
5533,5725,2,5,2,2,3,0,1,0,9,5,29
5534,5726,0,0,0,0,0,0,2,0,2,1,5
5535,5727,0,2,0,0,0,0,0,0,4,2,8
5536,5728,0,1,0,0,0,0,0,0,8,5,14
5537,5729,0,1,0,0,0,0,0,0,6,4,11
5538,5730,0,0,0,0,0,0,0,0,4,3,7
5539,5731,0,2,0,0,0,0,0,0,14,1,17
5540,5732,0,2,0,0,0,0,0,0,9,4,15
5541,5733,0,1,0,0,0,0,0,0,1,6,8
5542,5734,0,1,0,0,0,0,0,0,1,5,7
5543,5735,0,1,0,0,0,0,0,0,1,4,6
5544,5736,0,3,0,1,0,0,0,0,1,4,9
5545,5737,0,2,0,1,0,0,1,0,1,3,8
5546,5738,0,2,0,0,0,0,0,0,3,0,5
5547,5739,0,2,0,0,0,0,0,0,2,0,4
5548,5740,0,4,0,0,0,0,0,0,1,0,5
5549,5741,0,1,0,0,0,0,0,0,0,0,1
5550,5742,0,3,1,1,0,0,0,2,1,0,8
5551,5743,0,3,1,0,0,0,0,3,0,0,7
5552,5744,0,3,1,3,2,2,0,2,2,0,15
5553,5745,1,0,4,2,4,1,3,2,2,2,21
5554,5746,0,1,0,0,0,2,1,0,1,2,7
5555,5747,0,0,2,0,0,1,0,0,2,0,5
5556,5748,1,11,1,21,6,3,1,0,17,4,65
5557,5749,1,4,2,19,9,1,0,1,8,4,49
5558,5750,5,1,4,14,6,1,0,1,14,1,47
5559,5751,1,5,6,26,7,2,0,0,19,4,70
5560,5752,0,5,2,6,1,0,0,0,7,2,23
5561,5753,0,2,7,19,11,12,0,0,4,1,56
5562,5754,1,0,4,20,15,1,0,1,3,2,47
5563,5755,0,5,4,15,9,2,0,4,5,3,47
5564,5756,0,3,1,4,4,3,0,1,8,1,25
5565,5757,0,3,4,4,10,1,1,1,7,5,36
5566,5758,0,1,3,10,5,0,0,0,5,1,25
5567,5759,0,6,1,18,2,2,0,0,6,1,36
5568,5760,0,7,1,24,8,0,0,0,5,1,46
5569,5761,0,5,1,6,2,0,0,0,5,0,19
5570,5762,0,9,8,6,4,1,0,0,15,2,45
5571,5763,1,1,11,8,13,0,0,0,12,4,50
5572,5764,0,0,15,6,10,1,0,0,12,5,49
5573,5765,1,3,15,2,10,1,0,0,11,7,50
5574,5766,0,2,0,0,0,0,0,0,15,0,17
5575,5767,0,3,0,0,0,0,0,0,7,0,10
5576,5768,0,2,0,0,0,0,0,0,3,0,5
5577,5769,0,2,0,0,0,0,0,0,5,0,7
5578,5770,0,2,0,0,0,0,0,0,4,0,6
5579,5771,0,0,1,0,0,0,0,0,4,0,5
5580,5772,0,0,1,0,0,0,0,0,6,0,7
5581,5773,0,0,0,0,0,0,0,0,13,1,14
5582,5774,0,1,0,1,0,0,0,0,13,0,15
5583,5775,0,0,0,1,0,0,0,0,5,0,6
5584,5776,0,0,0,0,0,0,1,0,4,2,7
5585,5777,0,0,0,0,0,0,1,0,4,4,9
5586,5778,0,0,0,0,0,0,1,0,4,0,5
5587,5779,0,1,0,0,0,0,1,0,7,0,9
5588,5780,0,1,0,0,0,0,1,0,5,0,7
5589,5781,0,2,0,0,0,0,1,0,6,0,9
5590,5782,0,1,0,0,0,0,1,0,3,0,5
5591,5783,0,2,0,1,0,0,0,0,0,1,4
5592,5784,0,2,0,1,0,0,0,0,0,1,4
5593,5785,0,0,0,0,0,0,0,0,0,2,2
5594,5786,0,0,1,0,0,0,0,0,2,2,5
5595,5787,0,0,0,0,0,0,0,0,5,0,5
5596,5788,0,1,0,0,0,0,0,0,3,1,5
5597,5791,0,1,1,0,0,0,0,0,1,2,5
5598,5792,0,2,0,0,0,0,0,1,1,1,5
5599,5793,0,3,0,2,1,0,0,0,21,2,29
5600,5794,0,3,0,1,0,0,0,0,15,0,19
5601,5795,0,3,0,1,0,0,0,0,13,1,18
5602,5796,0,4,1,1,5,4,0,0,6,3,24
5603,5797,0,1,1,2,4,0,0,0,12,1,21
5604,5798,0,1,0,1,0,0,0,0,15,0,17
5605,5799,0,1,0,1,1,0,0,1,13,0,17
5606,5800,0,1,2,0,0,0,0,0,5,0,8
5607,5801,0,1,3,2,4,0,1,0,7,5,23
5608,5802,0,0,5,0,2,0,2,0,6,6,21
5609,5803,0,1,0,0,0,0,0,0,0,0,1
5610,5804,0,1,0,0,0,0,0,0,1,0,2
5611,5805,0,2,0,0,0,0,0,0,1,0,3
5612,5806,0,3,1,1,2,0,1,3,4,5,20
5613,5807,0,1,2,0,0,0,1,0,4,1,9
5614,5808,0,2,2,0,0,0,0,0,4,2,10
5615,5809,0,1,0,0,0,0,0,0,3,3,7
5616,5810,0,3,0,1,0,0,1,2,4,2,13
5617,5811,0,2,0,1,0,0,0,1,3,1,8
5618,5812,0,1,0,0,0,0,0,0,2,2,5
5619,5813,0,2,0,0,2,0,0,0,4,6,14
5620,5814,0,1,0,1,2,0,3,0,5,6,18
5621,5815,0,1,5,2,3,0,4,0,3,3,21
5622,5816,0,4,4,0,3,0,1,1,3,5,21
5623,5817,1,2,28,0,5,1,0,0,9,6,52
5624,5818,0,0,36,4,12,2,0,0,14,8,76
5625,5819,1,1,52,9,11,2,0,0,14,5,95
5626,5820,1,1,10,2,2,0,0,0,7,1,24
5627,5821,1,2,18,2,12,4,0,0,9,5,53
5628,5822,1,4,25,6,7,3,0,1,10,7,64
5629,5823,0,5,10,3,3,0,0,0,11,1,33
5630,5824,0,2,5,1,2,0,0,0,10,1,21
5631,5825,0,5,3,3,0,0,1,5,13,3,33
5632,5826,1,5,1,2,1,0,0,0,4,0,14
5633,5827,0,1,0,0,0,1,3,0,0,3,8
5634,5828,0,0,0,0,0,1,0,0,0,0,1
5635,5829,0,1,1,1,0,0,0,0,0,3,6
5636,5830,0,1,0,1,0,0,0,0,0,4,6
5637,5831,0,3,0,0,0,0,0,0,1,0,4
5638,5832,0,2,0,0,0,0,1,0,3,0,6
5639,5833,0,1,1,0,1,0,1,0,3,0,7
5640,5834,0,0,1,0,1,1,2,0,5,1,11
5641,5835,0,1,0,2,0,0,0,0,2,1,6
5642,5836,0,1,0,0,0,0,0,0,3,0,4
5643,5838,1,1,1,1,4,0,6,0,7,1,22
5644,5839,0,0,0,0,0,0,0,0,1,1,2
5645,5841,0,1,2,0,0,0,0,0,0,2,5
5646,5842,0,2,0,0,0,1,0,1,1,1,6
5647,5843,0,1,0,0,0,1,0,0,6,0,8
5648,5844,0,0,1,1,0,0,0,0,9,1,12
5649,5845,0,2,0,0,0,0,0,0,3,1,6
5650,5846,0,1,0,0,0,0,0,0,3,0,4
5651,5847,0,2,0,1,0,0,0,0,6,0,9
5652,5848,0,2,0,1,2,0,0,2,27,1,35
5653,5849,0,3,0,0,1,0,0,2,34,4,44
5654,5850,0,3,0,0,1,0,0,0,16,1,21
5655,5851,0,1,0,0,0,0,1,0,4,0,6
5656,5852,0,0,0,0,0,0,1,0,3,1,5
5657,5853,0,2,0,1,1,1,0,1,4,2,12
5658,5854,0,0,0,0,1,1,0,1,3,1,7
5659,5855,0,2,0,0,0,0,0,1,9,3,15
5660,5856,0,3,0,0,0,0,0,0,9,1,13
5661,5857,0,3,0,0,0,1,0,0,3,1,8
5662,5858,0,1,0,0,0,1,0,0,12,2,16
5663,5859,1,2,1,2,0,0,0,0,14,0,20
5664,5860,1,2,0,1,0,0,0,0,7,0,11
5665,5861,0,1,0,0,0,0,0,0,3,1,5
5666,5862,0,1,0,0,0,0,0,0,3,4,8
5667,5863,0,1,1,0,0,0,0,0,2,1,5
5668,5864,0,1,1,0,0,0,1,0,2,0,5
5669,5865,1,1,0,0,0,0,2,0,5,2,11
5670,5867,0,1,0,0,0,0,0,0,0,0,1
5671,5868,0,1,0,0,0,0,0,0,0,0,1
5672,5869,0,1,0,0,0,0,0,1,1,0,3
5673,5870,0,4,0,0,0,0,0,0,1,0,5
5674,5871,0,0,1,1,0,0,0,0,1,1,4
5675,5872,0,0,3,1,0,0,0,0,0,1,5
5676,5873,0,1,1,0,0,0,0,0,0,0,2
5677,5876,0,0,0,0,0,0,0,1,0,0,1
5678,5877,0,0,0,0,0,0,0,1,1,0,2
5679,5878,0,2,0,0,0,0,0,1,1,0,4
5680,5879,0,2,0,0,0,0,0,0,1,0,3
5681,5880,0,1,0,0,0,0,0,0,1,0,2
5682,5882,0,0,0,0,0,0,1,0,0,0,1
5683,5883,0,0,0,0,0,0,1,0,0,0,1
5684,5884,0,0,1,0,0,0,0,0,3,1,5
5685,5887,0,2,0,0,0,0,0,0,2,3,7
5686,5888,0,1,0,0,0,0,0,0,0,0,1
5687,5890,0,0,0,0,0,0,0,0,0,2,2
5688,5891,0,0,0,0,0,0,0,0,0,7,7
5689,5892,0,1,0,0,0,0,0,0,0,4,5
5690,5893,0,1,0,1,0,0,0,0,0,0,2
5691,5894,0,2,0,0,0,0,1,0,0,0,3
5692,5895,0,0,0,0,0,0,0,0,0,1,1
5693,5896,0,0,0,0,0,0,1,0,0,4,5
5694,5897,0,1,0,0,0,0,0,0,0,0,1
5695,5898,0,2,0,0,0,0,0,0,1,0,3
5696,5899,0,2,0,0,0,0,0,0,3,0,5
5697,5900,0,3,0,0,0,0,0,0,1,0,4
5698,5901,0,1,0,0,0,0,0,0,3,0,4
5699,5902,0,1,0,0,0,0,0,0,0,1,2
5700,5904,0,0,1,0,0,0,0,0,0,0,1
5701,5905,0,0,0,0,0,0,0,0,3,0,3
5702,5906,0,0,0,0,1,0,1,0,0,2,4
5703,5908,0,0,0,0,0,0,0,0,0,1,1
5704,5909,0,0,0,0,0,0,0,0,3,0,3
5705,5910,0,0,0,0,0,0,0,0,3,1,4
5706,5911,0,0,0,0,0,0,0,0,8,3,11
5707,5912,0,4,0,1,0,0,0,0,0,2,7
5708,5913,0,2,0,0,0,0,0,0,0,0,2
5709,5914,0,2,2,0,0,0,0,0,4,2,10
5710,5915,0,4,0,0,0,0,0,0,0,0,4
5711,5917,0,1,0,0,0,0,0,0,2,0,3
5712,5918,0,0,0,0,0,0,0,0,0,1,1
5713,5919,0,0,0,0,0,0,0,0,0,4,4
5714,5920,0,0,0,0,0,0,0,0,0,3,3
5715,5923,0,12,0,0,0,0,1,0,6,5,24
5716,5924,0,2,0,0,0,0,0,0,1,0,3
5717,5925,0,1,0,0,0,0,0,0,0,1,2
5718,5926,0,0,2,0,0,0,0,1,0,3,6
5719,5928,0,0,1,0,0,0,0,0,0,0,1
5720,5929,0,4,0,0,0,0,0,0,0,0,4
5721,5930,0,0,0,0,0,0,0,0,0,4,4
5722,5932,0,0,0,0,0,0,2,0,0,2,4
5723,5933,0,0,0,0,0,0,1,0,0,0,1
5724,5934,0,5,0,0,0,0,0,0,1,0,6
5725,5935,0,7,0,0,0,0,0,0,0,0,7
5726,5936,0,2,0,0,0,0,0,0,0,0,2
5727,5937,0,0,0,0,0,0,2,0,1,2,5
5728,5938,0,0,0,0,0,0,1,0,0,4,5
5729,5939,0,0,0,0,0,0,1,0,0,4,5
5730,5940,0,0,0,0,0,0,1,0,0,0,1
5731,5941,0,2,0,0,0,0,0,0,3,0,5
5732,5942,0,1,0,0,0,0,0,0,3,1,5
5733,5943,0,0,0,0,0,0,0,0,3,1,4
5734,5944,0,0,0,0,0,0,0,0,3,2,5
5735,5945,0,5,0,1,0,0,0,1,4,2,13
5736,5947,0,0,0,0,0,0,0,0,1,0,1
5737,5948,0,0,0,0,0,0,0,0,0,2,2
5738,5949,0,0,0,0,0,0,0,0,0,0,0
5739,5951,0,0,0,0,0,0,0,0,0,0,0
5740,5952,0,0,0,0,1,0,1,0,0,1,3
5741,5953,0,0,0,0,1,0,2,0,0,0,3
5742,5954,0,0,0,0,0,0,1,0,0,1,2
5743,5955,1,0,0,0,0,0,1,0,0,0,2
5744,5956,0,1,0,0,0,0,0,0,0,1,2
5745,5957,0,0,0,0,0,0,0,0,2,1,3
5746,5958,0,1,0,0,0,0,0,0,3,2,6
5747,5959,0,1,1,1,0,0,0,2,5,1,11
5748,5960,0,0,0,0,0,0,0,0,6,0,6
5749,5961,0,1,1,0,0,0,0,0,3,0,5
5750,5962,0,0,1,0,0,0,0,0,0,0,1
5751,5963,0,2,3,1,0,0,0,0,3,3,12
5752,5964,0,3,0,0,0,0,0,0,3,0,6
5753,5965,0,4,0,0,0,0,0,0,6,0,10
5754,5966,0,2,0,0,0,0,0,3,5,2,12
5755,5967,0,3,0,0,0,0,0,2,1,3,9
5756,5968,0,5,0,0,0,0,0,0,4,0,9
5757,5969,0,0,0,0,0,0,0,0,0,4,4
5758,5970,0,1,0,1,0,0,0,0,2,4,8
5759,5971,0,3,0,1,0,0,0,0,2,1,7
5760,5972,0,4,0,0,0,0,0,0,3,0,7
5761,5973,0,2,0,0,0,0,0,0,1,0,3
5762,5974,0,2,0,0,0,0,0,0,0,0,2
5763,5975,0,2,0,0,0,0,0,0,0,0,2
5764,5976,0,2,1,0,0,0,0,0,1,0,4
5765,5977,0,3,0,0,0,0,0,0,1,0,4
5766,5978,0,3,0,0,0,0,0,0,1,0,4
5767,5979,0,1,0,0,0,0,0,0,0,1,2
5768,5980,0,2,0,0,0,0,0,0,0,0,2
5769,5981,0,2,0,0,0,0,0,0,1,0,3
5770,5982,0,1,0,0,0,0,1,0,3,0,5
5771,5983,0,1,0,0,0,0,0,0,2,0,3
5772,5984,0,2,0,4,0,0,0,0,8,2,16
5773,5985,1,1,0,1,0,0,0,0,8,1,12
5774,5986,0,1,0,0,0,0,0,0,4,0,5
5775,5987,0,5,0,0,0,0,2,0,4,1,12
5776,5988,1,3,0,3,0,0,0,0,6,0,13
5777,5989,0,1,0,0,0,0,0,0,6,1,8
5778,5990,0,2,0,0,0,0,2,0,6,1,11
5779,5991,0,2,0,0,0,0,0,1,5,0,8
5780,5992,0,1,0,0,0,0,0,1,3,0,5
5781,5993,0,2,0,0,2,0,0,0,1,0,5
5782,5994,0,0,1,0,1,0,2,0,2,0,6
5783,5995,0,0,1,0,1,0,0,0,1,0,3
5784,5996,1,0,0,0,0,0,0,0,0,1,2
5785,5997,0,7,0,0,0,0,0,0,3,1,11
5786,5999,0,0,0,0,0,0,3,0,2,1,6
5787,6000,0,0,0,0,2,0,0,0,3,10,15
5788,6001,0,0,0,3,1,0,0,0,0,8,12
5789,6002,0,0,0,0,0,0,1,0,0,5,6
5790,6003,0,0,4,0,5,1,1,1,0,9,21
5791,6004,0,0,2,0,1,0,0,0,0,7,10
5792,6005,0,0,0,2,0,0,0,0,0,8,10
5793,6006,0,0,1,2,0,1,1,0,1,5,11
5794,6007,0,0,1,1,0,1,1,0,2,4,10
5795,6008,0,0,0,1,2,0,1,2,3,4,13
5796,6009,0,2,0,0,3,0,1,1,1,3,11
5797,6010,0,2,0,0,2,0,0,1,0,4,9
5798,6011,0,1,1,1,0,0,0,0,2,6,11
5799,6012,0,0,1,0,0,0,0,0,0,1,2
5800,6013,0,0,2,2,1,0,0,0,2,3,10
5801,6014,0,0,4,2,1,0,0,0,2,4,13
5802,6015,0,3,1,0,0,0,0,0,2,1,7
5803,6016,0,3,0,0,0,0,0,0,0,1,4
5804,6017,0,1,0,0,0,0,0,0,0,0,1
5805,6018,0,3,0,0,0,0,0,0,1,0,4
5806,6019,0,3,0,0,0,0,0,0,1,0,4
5807,6020,0,2,0,0,0,0,0,0,4,0,6
5808,6021,0,0,0,0,0,0,0,0,3,0,3
5809,6022,0,0,0,0,0,0,0,0,3,0,3
5810,6023,0,0,0,0,0,0,0,0,3,0,3
5811,6024,0,0,0,0,0,0,0,0,4,0,4
5812,6025,0,4,0,0,0,0,0,1,5,1,11
5813,6026,0,2,0,0,0,0,0,1,2,4,9
5814,6027,0,0,0,1,0,0,0,0,0,0,1
5815,6028,0,0,0,0,0,0,1,0,0,3,4
5816,6029,0,4,0,0,0,0,0,0,2,0,6
5817,6030,0,5,0,0,0,0,0,0,4,0,9
5818,6031,0,0,0,0,0,0,0,0,4,1,5
5819,6032,0,0,0,0,0,0,0,0,3,0,3
5820,6033,0,0,0,0,0,0,0,0,3,0,3
5821,6034,0,0,0,0,0,0,0,0,3,0,3
5822,6035,0,2,0,0,0,0,0,0,5,0,7
5823,6036,0,0,0,0,0,0,0,0,3,0,3
5824,6037,0,0,0,0,0,0,0,1,3,0,4
5825,6038,0,2,1,0,0,0,0,0,0,4,7
5826,6039,0,2,2,1,0,0,0,0,1,3,9
5827,6040,0,0,1,0,0,0,0,0,1,4,6
5828,6041,0,0,0,0,0,0,0,0,0,2,2
5829,6042,0,0,0,0,0,0,0,1,0,1,2
5830,6043,0,2,0,0,0,0,0,1,2,3,8
5831,6044,0,2,0,0,0,0,0,1,2,1,6
5832,6046,0,1,0,0,0,0,0,0,0,0,1
5833,6047,0,2,0,0,0,0,0,0,0,0,2
5834,6048,0,0,0,0,0,0,0,0,4,1,5
5835,6049,1,0,0,0,1,0,2,0,4,0,8
5836,6050,0,0,0,1,0,2,0,0,0,8,11
5837,6051,0,0,0,0,0,1,0,0,3,1,5
5838,6052,0,0,2,1,0,0,0,0,4,1,8
5839,6053,0,0,0,0,0,0,0,0,3,0,3
5840,6054,0,0,0,0,0,0,1,0,3,0,4
5841,6055,0,0,0,0,0,1,0,0,1,0,2
5842,6056,0,0,1,0,0,0,0,0,2,2,5
5843,6057,0,0,1,0,0,0,0,0,2,3,6
5844,6058,0,1,0,0,0,0,0,0,0,3,4
5845,6059,0,2,0,0,0,0,0,0,0,2,4
5846,6060,0,1,0,0,0,0,0,0,0,0,1
5847,6063,0,2,0,0,0,0,0,0,0,3,5
5848,6064,0,0,0,0,0,0,0,0,0,1,1
5849,6065,0,16,0,0,0,0,0,0,10,6,32
5850,6066,0,7,0,1,0,0,0,0,9,10,27
5851,6067,0,3,0,0,0,0,0,0,7,6,16
5852,6068,0,2,0,0,0,0,0,0,10,8,20
5853,6069,0,0,7,0,1,0,0,0,9,5,22
5854,6070,0,2,2,1,0,0,0,1,5,2,13
5855,6071,0,4,0,0,0,0,0,0,7,0,11
5856,6072,0,3,0,2,0,0,0,0,6,3,14
5857,6073,0,3,1,1,0,0,0,0,2,4,11
5858,6074,0,4,1,0,0,0,0,0,1,3,9
5859,6075,0,1,1,0,0,0,0,0,1,3,6
5860,6076,0,0,1,0,1,0,0,0,1,5,8
5861,6077,0,0,1,1,1,0,0,0,2,4,9
5862,6078,0,1,2,1,1,0,0,0,2,0,7
5863,6079,0,0,0,0,0,0,1,0,0,3,4
5864,6080,0,0,0,0,0,0,1,0,0,8,9
5865,6081,0,1,0,0,0,0,1,0,0,1,3
5866,6082,0,6,0,0,0,0,0,0,0,0,6
5867,6083,0,9,0,0,0,0,0,0,1,1,11
5868,6084,0,1,0,0,0,0,0,0,0,0,1
5869,6085,0,0,0,0,0,0,0,0,0,0,0
5870,6087,0,0,0,0,0,0,0,0,1,0,1
5871,6088,0,2,0,0,0,0,1,0,0,4,7
5872,6089,0,2,0,2,0,0,0,1,5,1,11
5873,6090,0,0,0,1,0,0,0,0,3,0,4
5874,6091,0,0,0,0,0,0,0,0,0,1,1
5875,6092,0,0,0,0,0,0,0,0,1,0,1
5876,6093,0,0,0,0,0,0,0,0,1,0,1
5877,6094,0,0,0,0,0,0,1,0,0,0,1
5878,6095,0,0,0,0,0,0,1,0,0,1,2
5879,6096,0,4,0,0,0,0,0,0,1,0,5
5880,6097,0,4,0,0,0,0,0,0,1,0,5
5881,6098,0,1,0,0,0,0,0,0,0,0,1
5882,6099,0,0,3,0,0,1,0,0,1,3,8
5883,6100,0,1,0,0,0,1,0,0,1,2,5
5884,6101,0,1,0,0,0,0,0,0,0,2,3
5885,6102,0,3,0,0,1,0,0,0,2,1,7
5886,6103,0,2,0,0,0,0,0,0,2,0,4
5887,6104,0,0,0,0,0,0,0,0,7,1,8
5888,6105,0,0,0,0,0,0,0,1,4,0,5
5889,6106,0,0,0,0,0,0,0,2,3,0,5
5890,6107,0,0,0,0,0,0,0,1,4,1,6
5891,6108,0,0,0,0,1,0,0,1,1,5,8
5892,6110,0,0,0,0,0,0,0,1,0,0,1
5893,6111,0,1,0,0,0,0,0,0,0,0,1
5894,6114,0,0,0,0,0,0,0,0,3,0,3
5895,6115,0,0,0,0,0,0,0,0,3,2,5
5896,6116,0,1,1,0,0,1,0,0,3,1,7
5897,6117,0,1,0,0,0,0,0,0,3,0,4
5898,6119,0,1,0,0,0,0,0,0,1,0,2
5899,6120,0,0,0,0,0,0,0,0,1,0,1
5900,6121,0,0,0,0,0,0,0,0,1,0,1
5901,6122,0,2,2,0,1,0,0,0,1,1,7
5902,6123,0,0,0,0,0,0,0,0,1,0,1
5903,6124,0,0,0,0,0,0,0,0,0,7,7
5904,6125,0,1,0,0,0,0,0,0,4,1,6
5905,6127,0,1,2,0,0,0,0,0,5,3,11
5906,6129,0,2,0,0,0,0,0,0,0,0,2
5907,6130,0,0,0,0,0,0,1,0,0,3,4
5908,6131,0,0,0,1,0,0,0,0,5,9,15
5909,6132,0,1,4,1,0,0,0,0,4,4,14
5910,6133,0,0,3,0,0,0,0,0,3,5,11
5911,6134,0,2,0,1,2,2,0,0,2,4,13
5912,6135,0,3,2,2,2,3,0,0,2,0,14
5913,6136,0,3,3,1,1,2,0,0,2,2,14
5914,6137,0,0,1,0,0,0,0,0,2,3,6
5915,6138,0,0,1,1,0,1,0,0,1,3,7
5916,6139,0,0,0,2,0,1,0,0,1,1,5
5917,6140,0,0,2,2,1,1,0,0,2,1,9
5918,6141,0,3,2,1,3,0,0,0,2,4,15
5919,6142,0,0,1,0,0,0,0,0,0,5,6
5920,6143,0,0,0,0,0,0,0,0,1,4,5
5921,6144,0,0,0,0,0,0,0,0,1,4,5
5922,6145,0,0,2,2,0,0,0,1,3,7,15
5923,6146,0,5,2,2,4,0,0,0,4,12,29
5924,6148,0,1,0,0,0,0,0,0,0,1,2
5925,6149,0,2,0,0,0,0,0,0,0,1,3
5926,6150,0,2,0,0,0,0,0,0,0,0,2
5927,6151,0,1,0,0,0,0,0,0,0,0,1
5928,6152,0,1,0,0,0,0,0,0,1,0,2
5929,6153,0,2,0,0,0,0,0,0,2,0,4
5930,6154,0,7,0,1,0,0,0,0,31,3,42
5931,6155,0,5,0,1,0,0,0,0,26,6,38
5932,6156,0,3,2,2,2,1,0,0,19,5,34
5933,6157,0,2,5,2,4,5,0,1,12,1,32
5934,6158,0,1,0,3,2,2,0,2,9,1,20
5935,6159,0,2,1,5,3,0,0,1,14,1,27
5936,6160,0,0,0,0,1,0,0,0,9,0,10
5937,6161,0,0,0,1,0,0,0,0,4,0,5
